run_id,timestamp,seed,dataset,method,oracle_only,proxy_model,downstream_model,prune_ratio,num_edges_before,num_edges_after,isolated_nodes,min_degree,mean_degree,largest_connected_component_ratio,val_acc,test_acc,test_f1,best_epoch,runtime,config_path,graph_path,checkpoint_path
homophily_Cora_GCN_seed4,2026-05-29T22:41:29.186341,4,Cora,Homophily Pruning,False,-,GCN,0.0007578628268283261,10556,10548,0,,,,0.8,0.79,0.7743589026183629,54,0.4430422782897949,configs/graca_lite_cora.yaml,,
homophily_Cora_GAT_seed4,2026-05-29T22:41:29.186410,4,Cora,Homophily Pruning,False,-,GAT,0.0007578628268283261,10556,10548,0,,,,0.814,0.809,0.7981996999464432,109,0.7238564491271973,configs/graca_lite_cora.yaml,,
homophily_Cora_GraphSAGE_seed4,2026-05-29T22:41:29.186437,4,Cora,Homophily Pruning,False,-,GraphSAGE,0.0007578628268283261,10556,10548,0,,,,0.76,0.774,0.769779884101918,44,0.3439524173736572,configs/graca_lite_cora.yaml,,
original_CiteSeer_GCN_seed0,2026-05-29T22:41:34.310447,0,CiteSeer,Original,False,-,GCN,0.0,9104,9104,0,,,,0.668,0.663,0.6392064582347811,84,0.8269145488739014,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GAT_seed0,2026-05-29T22:41:34.310532,0,CiteSeer,Original,False,-,GAT,0.0,9104,9104,0,,,,0.73,0.712,0.671501032081289,11,0.43904876708984375,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GraphSAGE_seed0,2026-05-29T22:41:34.310569,0,CiteSeer,Original,False,-,GraphSAGE,0.0,9104,9104,0,,,,0.67,0.657,0.6281715240162362,115,0.6397554874420166,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GCN_seed0,2026-05-29T22:41:36.000022,0,CiteSeer,DropEdge,False,-,GCN,0.2,9104,9104,0,,,,0.672,0.675,0.6337593639759761,58,0.46991777420043945,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GAT_seed0,2026-05-29T22:41:36.000101,0,CiteSeer,DropEdge,False,-,GAT,0.2,9104,9104,0,,,,0.73,0.721,0.6892713622172498,58,0.5980651378631592,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GraphSAGE_seed0,2026-05-29T22:41:36.000129,0,CiteSeer,DropEdge,False,-,GraphSAGE,0.2,9104,9104,0,,,,0.656,0.634,0.6083605779648996,102,0.602463960647583,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GCN_seed0,2026-05-29T22:41:38.029513,0,CiteSeer,Random Pruning,False,-,GCN,0.19991212653778556,9104,7284,0,,,,0.654,0.642,0.61834631992921,84,0.5212042331695557,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GAT_seed0,2026-05-29T22:41:38.029590,0,CiteSeer,Random Pruning,False,-,GAT,0.19991212653778556,9104,7284,0,,,,0.72,0.701,0.6640972439677776,172,1.0142536163330078,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GraphSAGE_seed0,2026-05-29T22:41:38.029621,0,CiteSeer,Random Pruning,False,-,GraphSAGE,0.19991212653778556,9104,7284,0,,,,0.646,0.614,0.5910869022362105,65,0.47477078437805176,configs/graca_lite_citeseer.yaml,,
homophily_CiteSeer_GCN_seed0,2026-05-29T22:41:39.990849,0,CiteSeer,Homophily Pruning,False,-,GCN,0.0013181019332161314,9104,9092,0,,,,0.676,0.672,0.639586866202408,118,0.6138479709625244,configs/graca_lite_citeseer.yaml,,
homophily_CiteSeer_GAT_seed0,2026-05-29T22:41:39.990925,0,CiteSeer,Homophily Pruning,False,-,GAT,0.0013181019332161314,9104,9092,0,,,,0.728,0.702,0.6765426784089194,96,0.7401652336120605,configs/graca_lite_citeseer.yaml,,
homophily_CiteSeer_GraphSAGE_seed0,2026-05-29T22:41:39.990950,0,CiteSeer,Homophily Pruning,False,-,GraphSAGE,0.0013181019332161314,9104,9092,0,,,,0.672,0.652,0.6257894436154507,92,0.5883128643035889,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GCN_seed1,2026-05-29T22:41:44.971156,1,CiteSeer,Original,False,-,GCN,0.0,9104,9104,0,,,,0.69,0.681,0.6276513341168821,38,0.6912369728088379,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GAT_seed1,2026-05-29T22:41:44.971243,1,CiteSeer,Original,False,-,GAT,0.0,9104,9104,0,,,,0.722,0.701,0.6624120492344202,13,0.43617725372314453,configs/graca_lite_citeseer.yaml,,
original_CiteSeer_GraphSAGE_seed1,2026-05-29T22:41:44.971271,1,CiteSeer,Original,False,-,GraphSAGE,0.0,9104,9104,0,,,,0.678,0.658,0.6257362234775118,124,0.6655967235565186,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GCN_seed1,2026-05-29T22:41:46.520339,1,CiteSeer,DropEdge,False,-,GCN,0.2,9104,9104,0,,,,0.706,0.683,0.6353867343213978,39,0.4046468734741211,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GAT_seed1,2026-05-29T22:41:46.520415,1,CiteSeer,DropEdge,False,-,GAT,0.2,9104,9104,0,,,,0.728,0.7,0.6692139685646764,74,0.6536149978637695,configs/graca_lite_citeseer.yaml,,
dropedge_CiteSeer_GraphSAGE_seed1,2026-05-29T22:41:46.520442,1,CiteSeer,DropEdge,False,-,GraphSAGE,0.2,9104,9104,0,,,,0.65,0.638,0.6087327025330236,58,0.47139549255371094,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GCN_seed1,2026-05-29T22:41:48.066061,1,CiteSeer,Random Pruning,False,-,GCN,0.19991212653778556,9104,7284,0,,,,0.636,0.639,0.5987720792691578,62,0.4524853229522705,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GAT_seed1,2026-05-29T22:41:48.066133,1,CiteSeer,Random Pruning,False,-,GAT,0.19991212653778556,9104,7284,0,,,,0.704,0.679,0.6394166576120711,52,0.5653862953186035,configs/graca_lite_citeseer.yaml,,
random_CiteSeer_GraphSAGE_seed1,2026-05-29T22:41:48.066160,1,CiteSeer,Random Pruning,False,-,GraphSAGE,0.19991212653778556,9104,7284,0,,,,0.63,0.642,0.6103544222451556,80,0.5089137554168701,configs/graca_lite_citeseer.yaml,,
