dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
Cora,feature_similar_cross_class,0.3,7,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.66,0.6466830098708075,0.65,0.33090379008746357,0.28679722046746686,0.30727580372250424,0.19997084973036006,0.6230869889259338,0.6687921285629272,13722,10978,7.028486967086792,0.3,,,,,,,0.842790424823761,,,,,,0.7081284378809811,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15720956027507782,0.7462424635887146,0.4009975492954254,0.5,0.667216420173645,0.10006309300661087,0.7690371870994568,0.0003445628681220114,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7243134379386902,0.33200326561927795,0.9999999403953552,0.0,0.018563082441687584,0.5,0.0010564042022451758,0.6788075126563811,0.6806542946238419,0.610501564677943
Cora,feature_similar_cross_class,0.3,7,Random-Matched,random_matched,GCN,0.637,0.6228827056469995,0.612,0.21793002915451895,0.18888186986734049,0.20236886632825718,0.19997084973036006,0.6230869889259338,0.6234286427497864,13722,10978,2.657031297683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,Feature-only,feature_only,GCN,0.61,0.6010789478902895,0.614,0.09110787172011661,0.07896399241945673,0.08460236886632826,0.19997084973036006,0.6230869889259338,0.6073966026306152,13722,10978,0.7471933364868164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,GCN-Jaccard,jaccard,GCN,0.617,0.6062683760954598,0.626,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.5732781887054443,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,DegreeAwareRandom,degree_aware_random,GCN,0.662,0.6476474524496557,0.652,0.234375,0.2368919772583702,0.235626767200754,0.2332021571199534,0.6230869889259338,0.6230754852294922,13722,10522,0.4550313949584961,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.599,0.5883031462886877,0.59,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5900892615318298,13722,10978,1.2079334259033203,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8430051207542419,6.687448149023112e-06,3.3690696000121534e-05,2.7003245122614317e-05,0.2999999523162842,0.3002651631832123,0.47791264326324334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.632,0.6239607265447373,0.618,0.14285714285714285,0.12381554011370816,0.13265651438240272,0.19997084973036006,0.6230869889259338,0.6192384362220764,13722,10978,2.0486974716186523,0.3,0.1,0.5,,0.1,0.5,,0.8430051207542419,,,,0.352224200963974,0.3451932966709137,0.4945831120107374,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.397184945517438e-07,0.8660908937454224,0.4743753969669342,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,8,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.639,0.6308448611838158,0.646,0.2602040816326531,0.2255211623499684,0.24162436548223348,0.19997084973036006,0.6230869889259338,0.646565854549408,13722,10978,2.988757848739624,0.3,,,,,,,0.8430051207542419,,,,,,0.6621618192729352,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1569948047399521,0.5878029465675354,0.2196304351091385,0.5000000596046448,1.5519227981567383,0.07445643097162247,0.4277423024177551,8.613251702627167e-05,0.4999999403953552,0.2887066900730133,0.10005829483270645,0.7260014414787292,0.33153170347213745,0.9999999403953552,0.0,0.00928109884262085,0.5,0.0005370309809222817,0.5672688835550709,0.5682781504987269,0.6142827998890255
Cora,feature_similar_cross_class,0.3,8,Random-Matched,random_matched,GCN,0.629,0.6185420326797134,0.636,0.22521865889212828,0.19519898926089704,0.20913705583756348,0.19997084973036006,0.6230869889259338,0.6221534013748169,13722,10978,0.7340638637542725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,Feature-only,feature_only,GCN,0.632,0.6241265461871156,0.602,0.09110787172011661,0.07896399241945673,0.08460236886632826,0.19997084973036006,0.6230869889259338,0.6073966026306152,13722,10978,2.2930262088775635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,GCN-Jaccard,jaccard,GCN,0.628,0.6199311890749354,0.61,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.932114839553833,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,DegreeAwareRandom,degree_aware_random,GCN,0.651,0.6476138574731076,0.64,0.23215394165114836,0.23626026531901453,0.23418910457107076,0.23480542195015308,0.6230869889259338,0.6260952353477478,13722,10500,1.071277141571045,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.616,0.608854697049703,0.584,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5930041670799255,13722,10978,5.189687490463257,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8430213332176208,5.3764451877214015e-06,2.5258405003114603e-05,1.9881959815393202e-05,0.2999999523162842,0.3024584949016571,0.47573115450563336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.635,0.630000504598406,0.584,0.15160349854227406,0.131396083385976,0.14077834179357024,0.19997084973036006,0.6230869889259338,0.6247039437294006,13722,10978,5.556329250335693,0.3,0.1,0.5,,0.1,0.5,,0.8430213332176208,,,,0.3283044099807739,0.36194851994514465,0.4761583200819047,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.1227611906861057e-07,0.8843827247619629,0.5186907649040222,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,9,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.642,0.6343543645421216,0.62,0.2857142857142857,0.2476310802274163,0.26531302876480545,0.19997084973036006,0.6230869889259338,0.650391697883606,13722,10978,6.467398405075073,0.3,,,,,,,0.8430213332176208,,,,,,0.6757771385388088,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.156978577375412,0.6583662629127502,0.27723389863967896,0.5,1.3439295291900635,0.06555705517530441,0.5238709449768066,0.000812346872407943,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7259040474891663,0.3316825032234192,0.9999999403953552,0.0,-0.02850273996591568,0.5,0.0014546336606144905,0.6029847850539684,0.599801809056389,0.614053358474144
Cora,feature_similar_cross_class,0.3,9,Random-Matched,random_matched,GCN,0.65,0.6441266579274693,0.614,0.23615160349854228,0.20467466835123183,0.21928934010152287,0.19997084973036006,0.6230869889259338,0.6230642795562744,13722,10978,0.7816128730773926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,Feature-only,feature_only,GCN,0.584,0.5818777523609974,0.576,0.08527696793002916,0.0739102969046115,0.07918781725888326,0.19997084973036006,0.6230869889259338,0.6063035130500793,13722,10978,0.9197347164154053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,GCN-Jaccard,jaccard,GCN,0.58,0.5807750277067695,0.568,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.978602409362793,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,DegreeAwareRandom,degree_aware_random,GCN,0.605,0.6070573670459246,0.624,0.2198888202594194,0.22488945041061276,0.22236102435977512,0.23597143273575283,0.6230869889259338,0.6251430511474609,13722,10484,0.4707753658294678,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.575,0.5793920472621618,0.544,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5911823511123657,13722,10978,1.41227388381958,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8428168296813965,2.661363168954267e-06,1.67039343068609e-05,1.4042570910532959e-05,0.2999999523162842,0.29760172963142395,0.46658760891884377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.573,0.5704328596589979,0.55,0.13411078717201166,0.1162349968414403,0.1245346869712352,0.19997084973036006,0.6230869889259338,0.6170522570610046,13722,10978,2.014223098754883,0.3,0.1,0.5,,0.1,0.5,,0.8428168296813965,,,,0.3247637450695038,0.36807629466056824,0.43650900039903895,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.3758604211489e-07,0.8942937850952148,0.5301527380943298,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,10,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.615,0.6119123717833206,0.624,0.21865889212827988,0.18951358180669614,0.2030456852791878,0.19997084973036006,0.6230869889259338,0.6365457773208618,13722,10978,3.195401430130005,0.3,,,,,,,0.8428168296813965,,,,,,0.6359181259196508,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15718312561511993,0.4588351845741272,0.08476308733224869,0.5,1.505492925643921,0.20393328368663788,0.3991306722164154,0.013966109603643417,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7293168902397156,0.3321114480495453,0.9999999403953552,0.0,-0.11818261444568634,0.5,0.004153192974627018,0.5226398054643203,0.5091926774077644,0.6096393939778392
Cora,feature_similar_cross_class,0.3,10,Random-Matched,random_matched,GCN,0.639,0.6382069681168236,0.648,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6230869889259338,0.6183275580406189,13722,10978,0.8806326389312744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,Feature-only,feature_only,GCN,0.593,0.5857634433615043,0.594,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,0.7577235698699951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,GCN-Jaccard,jaccard,GCN,0.583,0.5690825703605135,0.584,0.06486880466472303,0.05622236260265319,0.06023688663282572,0.19997084973036006,0.6230869889259338,0.6028420329093933,13722,10978,0.6650454998016357,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,DegreeAwareRandom,degree_aware_random,GCN,0.632,0.6191306886325212,0.632,0.2260061919504644,0.23057485786481363,0.22826766729205752,0.23538842734295296,0.6230869889259338,0.6244758367538452,13722,10492,0.4666585922241211,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.566,0.5560857082030605,0.57,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5919110774993896,13722,10978,1.1910400390625,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8427102565765381,4.203934167890111e-06,2.624982880661264e-05,2.204589509346988e-05,0.2999999523162842,0.2984783351421356,0.47417904377627296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.592,0.5881018304572241,0.598,0.14285714285714285,0.12381554011370816,0.13265651438240272,0.19997084973036006,0.6230869889259338,0.6205137372016907,13722,10978,1.9688527584075928,0.3,0.1,0.5,,0.1,0.5,,0.8427102565765381,,,,0.32788679003715515,0.3596614599227905,0.46501012438669004,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.5581412071696832e-07,0.9118932485580444,0.5533967018127441,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,11,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.619,0.609653113245827,0.63,0.24198250728862974,0.20972836386607707,0.22470389170896785,0.19997084973036006,0.6230869889259338,0.6429222226142883,13722,10978,3.1154232025146484,0.3,,,,,,,0.8427102565765381,,,,,,0.6430770092521024,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15728971362113953,0.5409892797470093,0.16099059581756592,0.5,1.4360674619674683,0.14852024614810944,0.4623834490776062,0.0001962871028808877,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7284790873527527,0.33097702264785767,0.9999999403953552,0.0,-0.014010760001838207,0.5,-0.00011263321357546374,0.5409324321962917,0.5394566822508096,0.6089136074677496
Cora,feature_similar_cross_class,0.3,11,Random-Matched,random_matched,GCN,0.638,0.6261047514180028,0.628,0.23760932944606414,0.20593809222994314,0.22064297800338412,0.19997084973036006,0.6230869889259338,0.6279832124710083,13722,10978,2.7107207775115967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,Feature-only,feature_only,GCN,0.612,0.5933110313023277,0.582,0.09110787172011661,0.07896399241945673,0.08460236886632826,0.19997084973036006,0.6230869889259338,0.6073966026306152,13722,10978,0.7730503082275391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,GCN-Jaccard,jaccard,GCN,0.61,0.59613724311332,0.614,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,0.5699000358581543,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,DegreeAwareRandom,degree_aware_random,GCN,0.657,0.6444114846106928,0.666,0.2300556586270872,0.23499684144030322,0.2325,0.23567993003935284,0.6230869889259338,0.6231884360313416,13722,10488,0.4974794387817383,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.615,0.5997082740621699,0.588,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5908179879188538,13722,10978,4.745752573013306,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8430593609809875,2.1010714590374846e-06,1.7730792023940012e-05,1.5629719200660475e-05,0.2999999523162842,0.2996005415916443,0.4680695826272753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.626,0.6124033915930589,0.626,0.15597667638483964,0.1351863550221099,0.14483925549915397,0.19997084973036006,0.6230869889259338,0.6212424635887146,13722,10978,1.9746637344360352,0.3,0.1,0.5,,0.1,0.5,,0.8430593609809875,,,,0.31988653540611267,0.3677419424057007,0.4366151634324244,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.0910610370729046e-07,0.9164844155311584,0.5760853886604309,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,12,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.647,0.6384194616207716,0.664,0.31486880466472306,0.27289955780164243,0.2923857868020305,0.19997084973036006,0.6230869889259338,0.6580433249473572,13722,10978,9.389764785766602,0.3,,,,,,,0.8430593609809875,,,,,,0.6870806889322584,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15694059431552887,0.5245308876037598,0.16623054444789886,0.5000000596046448,1.914358377456665,0.001744920969940722,0.2122918963432312,0.0016421768814325333,0.4999999701976776,0.2887066900730133,0.10005829483270645,0.7253191471099854,0.330484539270401,0.9999999403953552,0.0,-0.04052525758743286,0.5,0.0013106868136674166,0.6249631361733001,0.620158660473863,0.6142221182002697
Cora,feature_similar_cross_class,0.3,12,Random-Matched,random_matched,GCN,0.658,0.655051669575819,0.606,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6230869889259338,0.6228821277618408,13722,10978,2.8683717250823975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,Feature-only,feature_only,GCN,0.625,0.6121946065053069,0.636,0.08965014577259475,0.07770056854074542,0.083248730964467,0.19997084973036006,0.6230869889259338,0.6072143912315369,13722,10978,0.7458734512329102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,GCN-Jaccard,jaccard,GCN,0.603,0.598652794843243,0.614,0.06778425655976676,0.058749210360075806,0.06294416243654823,0.19997084973036006,0.6230869889259338,0.6035707592964172,13722,10978,0.5866343975067139,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,DegreeAwareRandom,degree_aware_random,GCN,0.655,0.6360319022452986,0.688,0.22951844903064414,0.23183828174352494,0.2306725329981144,0.23305640577175335,0.6230869889259338,0.6269479393959045,13722,10524,0.4505341053009033,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.605,0.596199428325056,0.61,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5910001397132874,13722,10978,1.1805260181427002,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8429107069969177,2.632215910125524e-06,1.6922356735449284e-05,1.4290139915829059e-05,0.29999998211860657,0.299581378698349,0.47475587888270054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.648,0.6376952856881634,0.646,0.1683673469387755,0.14592545799115603,0.15634517766497463,0.19997084973036006,0.6230869889259338,0.6265257596969604,13722,10978,2.0344173908233643,0.3,0.1,0.5,,0.1,0.5,,0.8429107069969177,,,,0.31064465641975403,0.37447452545166016,0.46542220930658423,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.697480627171899e-07,0.9200189113616943,0.44670262932777405,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,13,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.663,0.65650734219908,0.648,0.3228862973760933,0.2798483891345546,0.2998307952622673,0.19997084973036006,0.6230869889259338,0.659865140914917,13722,10978,3.0675108432769775,0.3,,,,,,,0.8429107069969177,,,,,,0.6848720908994942,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.1570892632007599,0.5810249447822571,0.22517643868923187,0.5,1.9222428798675537,0.00045712123392149806,0.20239798724651337,0.0013878382742404938,0.4999999403953552,0.2887066900730133,0.10005829483270645,0.7241048812866211,0.3314954340457916,0.9999999403953552,0.0,-0.03725505992770195,0.5,0.0017889419104903936,0.6236759243544701,0.6193741671228765,0.6123195318198259
Cora,feature_similar_cross_class,0.3,13,Random-Matched,random_matched,GCN,0.646,0.6387245931358364,0.658,0.24708454810495628,0.21415034744156664,0.2294416243654822,0.19997084973036006,0.6230869889259338,0.6259792447090149,13722,10978,0.7440526485443115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,14,Feature-only,feature_only,GCN,0.6,0.5914289956322786,0.58,0.08819241982507289,0.0764371446620341,0.08189509306260574,0.19997084973036006,0.6230869889259338,0.6068500280380249,13722,10978,1.2239224910736084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,14,GCN-Jaccard,jaccard,GCN,0.596,0.5879140070041012,0.58,0.07142857142857142,0.06190777005685408,0.06632825719120136,0.19997084973036006,0.6230869889259338,0.6042994856834412,13722,10978,1.1417908668518066,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,14,DegreeAwareRandom,degree_aware_random,GCN,0.647,0.643992047763468,0.648,0.2175,0.21983575489576754,0.21866163996229973,0.2332021571199534,0.6230869889259338,0.6242159008979797,13722,10522,0.808018684387207,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,14,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.597,0.5940965811915789,0.552,0.0,0.0,0.0,0.19997084973036006,0.6230869889259338,0.5922754406929016,13722,10978,5.18411660194397,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.842397153377533,4.709149379777955e-06,2.4933744498412125e-05,2.0224593754392117e-05,0.2999999523162842,0.3002508580684662,0.46115635839969815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,feature_similar_cross_class,0.3,14,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.616,0.6127809272120885,0.578,0.14285714285714285,0.12381554011370816,0.13265651438240272,0.19997084973036006,0.6230869889259338,0.6155948042869568,13722,10978,7.625598907470703,0.3,0.1,0.5,,0.1,0.5,,0.842397153377533,,,,0.3151630461215973,0.3669198751449585,0.4279367244383473,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.1485568762736875e-07,0.927707314491272,0.5961909294128418,0.4999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
